Date,event_ret,entry_px,exit_px,exit_date,gross_ret,net_ret
2007-10-18,-0.03746871224895365,5360.35009765625,5568.9501953125,2007-10-25,0.03891538684151574,0.03791538684151574
2007-11-20,-0.02145523213041356,5778.7998046875,5698.14990234375,2007-11-27,-0.013956168247657663,-0.014956168247657664
2007-12-17,-0.044760849012045356,5777.60009765625,6070.75,2007-12-26,0.05073904344169988,0.04973904344169988
2008-01-15,-0.021355579180658557,6065.0,4899.2998046875,2008-01-22,-0.19220118636644679,-0.1932011863664468
2008-01-22,-0.05941867831462344,4903.0498046875,5280.7998046875,2008-01-29,0.07704388391871042,0.07604388391871042
2008-01-30,-0.02143609135320157,5172.25,5322.5498046875,2008-02-06,0.029058882437527078,0.028058882437527077
2008-02-06,-0.029422509624453808,5322.5498046875,4929.4501953125,2008-02-13,-0.07385550606380464,-0.07485550606380464
2008-02-20,-0.02392622595972027,5156.89990234375,5268.39990234375,2008-02-27,0.0216215172121772,0.0206215172121772
2008-03-03,-0.05178520149325161,4958.5498046875,4865.89990234375,2008-03-11,-0.018684878844246855,-0.019684878844246856
2008-03-13,-0.050985201630490584,4623.7998046875,4609.85009765625,2008-03-24,-0.0030169357715504885,-0.0040169357715504886
2008-03-31,-0.04198704977741807,4735.64990234375,4761.2001953125,2008-04-07,0.005395308668426857,0.004395308668426857
2008-06-02,-0.02679616381248584,4739.2998046875,4500.9501953125,2008-06-09,-0.05029215690032007,-0.051292156900320074
2008-06-09,-0.027410349351437824,4522.0,4572.5,2008-06-16,0.011167624944714794,0.010167624944714793
2008-06-20,-0.03478940896098126,4351.14990234375,4136.64990234375,2008-06-27,-0.049297313311237434,-0.050297313311237435
2008-06-27,-0.04152141322281233,4136.25,4016.0,2008-07-04,-0.029072227258990613,-0.030072227258990614
2008-07-11,-0.027197200999602766,4047.449951171875,4092.25,2008-07-18,0.011068709772471319,0.010068709772471318
2008-07-25,-0.02744972141794355,4282.25,4413.5498046875,2008-08-01,0.030661405730048497,0.029661405730048496
2008-08-14,-0.0217152854608067,4430.7001953125,4327.4501953125,2008-08-22,-0.02330331447594547,-0.02430331447594547
2008-09-05,-0.021460332822775596,4358.2998046875,4228.4501953125,2008-09-12,-0.029793638619202478,-0.03079363861920248
2008-09-15,-0.03678659692886699,4072.550048828125,4223.0498046875,2008-09-22,0.03695467312984424,0.03595467312984424
2008-09-23,-0.022767882641835158,4125.75,3921.199951171875,2008-09-30,-0.04957887628385749,-0.05057887628385749
2008-10-03,-0.033525267650920676,3817.300048828125,3490.699951171875,2008-10-13,-0.08555787951657434,-0.08655787951657434
2008-10-15,-0.05122703451682897,3333.85009765625,3065.14990234375,2008-10-22,-0.0805975636101337,-0.0815975636101337
2008-10-22,-0.05247457575951975,3064.800048828125,2885.60009765625,2008-10-31,-0.05847035640722953,-0.05947035640722953
2008-11-05,-0.046831781900944836,2998.449951171875,2848.449951171875,2008-11-12,-0.05002584750209882,-0.05102584750209882
2008-11-12,-0.030694350864978848,2848.0,2553.14990234375,2008-11-20,-0.1035288264242451,-0.1045288264242451
2008-11-20,-0.03106265565702082,2553.60009765625,2755.10009765625,2008-11-28,0.07890820500239681,0.07790820500239681
2008-12-01,-0.0262060153001048,2672.89990234375,2784.0,2008-12-08,0.041565379069687935,0.040565379069687935
2008-12-17,-0.028733427251993127,2955.35009765625,2916.85009765625,2008-12-24,-0.013027221387588717,-0.014027221387588718
2008-12-26,-0.020433034150140195,2857.14990234375,3121.449951171875,2009-01-05,0.09250478898965597,0.09150478898965597
2009-01-07,-0.061809349610106756,2919.949951171875,2736.699951171875,2009-01-15,-0.06275792498650723,-0.06375792498650723
2009-01-15,-0.03477589530497949,2737.0,2713.800048828125,2009-01-22,-0.008476416211865234,-0.009476416211865235
2009-02-02,-0.03762005866406637,2773.5,2919.89990234375,2009-02-09,0.05278525413511814,0.05178525413511814
2009-02-16,-0.03386643185136817,2853.85009765625,2733.89990234375,2009-02-24,-0.0420310076590954,-0.0430310076590954
2009-03-02,-0.032221810950793794,2672.14990234375,2573.14990234375,2009-03-09,-0.03704881972121654,-0.03804881972121654
2009-03-30,-0.041979638781970974,2981.699951171875,3342.949951171875,2009-04-08,0.12115571852158391,0.12015571852158391
2009-04-16,-0.03290613365016992,3369.5,3423.699951171875,2009-04-23,0.016085458130842945,0.015085458130842944
2009-04-28,-0.031023026612031712,3371.64990234375,3683.89990234375,2009-05-07,0.09261044564055854,0.09161044564055854
2009-05-26,-0.028518746668491857,4117.2998046875,4525.25,2009-06-02,0.09908197475638114,0.09808197475638114
2009-06-08,-0.034227910646094206,4427.75,4484.0,2009-06-15,0.01270396928462536,0.01170396928462536
2009-06-15,-0.021686936436186022,4478.10009765625,4235.25,2009-06-22,-0.05423060949069736,-0.05523060949069736
2009-06-30,-0.022739974997403434,4292.2998046875,4202.14990234375,2009-07-07,-0.02100270401552562,-0.02200270401552562
2009-07-08,-0.029330224495622392,4078.75,4233.5,2009-07-15,0.0379405455102666,0.0369405455102666
2009-08-06,-0.02314581012623862,4591.89990234375,4605.0,2009-08-13,0.0028528709107016326,0.0018528709107016325
2009-08-17,-0.041953670928882025,4389.5,4642.7998046875,2009-08-24,0.05770584455803629,0.05670584455803629
2009-10-27,-0.024985356670065073,4846.5498046875,4710.7998046875,2009-11-04,-0.028009616215788125,-0.029009616215788125
2009-11-26,-0.02008556906467729,5005.0498046875,5131.7001953125,2009-12-03,0.025304521546695602,0.0243045215466956
2010-01-21,-0.024426965968527115,5094.14990234375,4882.0498046875,2010-01-29,-0.041636014197121596,-0.0426360141971216
2010-02-05,-0.026148821603992345,4755.35009765625,4801.9501953125,2010-02-15,0.009799509331440692,0.008799509331440691
2010-05-19,-0.028927063147710874,4924.2998046875,4917.39990234375,2010-05-26,-0.001401194609877754,-0.002401194609877754
2010-06-01,-0.02282594692275186,4970.75,4987.10009765625,2010-06-08,0.0032892617122668444,0.0022892617122668444
2010-11-16,-0.021709994155716394,6075.9501953125,5865.75,2010-11-24,-0.034595444096080064,-0.035595444096080064
2010-12-09,-0.023239695576248276,5761.0,5948.75,2010-12-16,0.032589828154834244,0.03158982815483424
2011-01-07,-0.02375065553569211,5901.2998046875,5654.5498046875,2011-01-14,-0.04181282228772765,-0.04281282228772765
2011-02-04,-0.02370289953408422,5430.14990234375,5310.0,2011-02-11,-0.022126443008855246,-0.023126443008855246
2011-02-24,-0.03212040777345426,5321.0498046875,5538.75,2011-03-04,0.04091301590913887,0.03991301590913887
2011-05-03,-0.02386294517885945,5567.7001953125,5541.25,2011-05-10,-0.004750650068185869,-0.005750650068185869
2011-06-20,-0.020218396313068876,5280.7998046875,5526.60009765625,2011-06-27,0.046546035081762804,0.0455460350817628
2011-08-05,-0.022609589463865043,5083.85009765625,5072.9501953125,2011-08-12,-0.0021440251255195886,-0.0031440251255195886
2011-08-18,-0.02223830106015723,4859.2998046875,4839.60009765625,2011-08-25,-0.004054021736268787,-0.005054021736268787
2011-09-12,-0.022265342334898075,4977.7998046875,5031.9501953125,2011-09-19,0.01087837855070184,0.009878378550701838
2011-09-22,-0.04083185070983297,4873.75,5015.4501953125,2011-09-29,0.02907416164401133,0.02807416164401133
2011-11-21,-0.025979394207947815,4794.85009765625,4805.10009765625,2011-11-29,0.002137710208085508,0.0011377102080855081
2011-12-08,-0.023495870307348232,4870.75,4746.35009765625,2011-12-15,-0.025540194496484148,-0.02654019449648415
2012-01-30,-0.02255660964501549,5125.25,5361.64990234375,2012-02-06,0.04612456023486655,0.04512456023486655
2012-02-27,-0.027277846997348587,5310.5,5280.35009765625,2012-03-05,-0.005677413114348884,-0.006677413114348884
2012-03-22,-0.025442920256606216,5255.64990234375,5178.85009765625,2012-03-29,-0.014612808332847949,-0.01561280833284795
2012-05-08,-0.02233014464024874,4967.89990234375,4942.7998046875,2012-05-15,-0.005052456400018945,-0.006052456400018945
2013-05-23,-0.020912330020920522,6010.7001953125,6124.0498046875,2013-05-30,0.018857970900527876,0.017857970900527875
2013-05-31,-0.022550373328005135,5997.35009765625,5881.0,2013-06-07,-0.01940025107117216,-0.02040025107117216
2013-06-20,-0.028571445344368618,5639.89990234375,5682.35009765625,2013-06-27,0.007526763958143778,0.006526763958143778
2013-08-06,-0.025178510712102753,5549.2998046875,5742.2998046875,2013-08-14,0.03477916255974711,0.03377916255974711
2013-08-16,-0.04082853821736476,5497.5498046875,5471.75,2013-08-23,-0.0046929642484551115,-0.0056929642484551115
2013-08-27,-0.03452018710627225,5233.4501953125,5341.4501953125,2013-09-03,0.0206364818560294,0.019636481856029397
2013-09-03,-0.03770658103634639,5358.64990234375,5913.14990234375,2013-09-11,0.10347755686697768,0.10247755686697768
2013-09-23,-0.020350642149811637,5855.0,5735.2998046875,2013-09-30,-0.020444098260034127,-0.021444098260034128
2013-11-21,-0.020227359524339406,6027.35009765625,6091.85009765625,2013-11-28,0.01070122009754848,0.00970122009754848
2014-01-27,-0.020888004522878645,6131.85009765625,6001.7998046875,2014-02-03,-0.021208981122754267,-0.022208981122754268
2014-07-08,-0.021053878387766067,7637.9501953125,7526.64990234375,2014-07-15,-0.014572010830478654,-0.015572010830478655
2015-01-06,-0.029963988501869876,8118.64990234375,8299.400390625,2015-01-13,0.022263614080596072,0.02126361408059607
2015-03-09,-0.02025118178512486,8769.75,8633.150390625,2015-03-16,-0.015576226160951001,-0.016576226160951002
2015-03-26,-0.022113918786236364,8396.0,8659.900390625,2015-04-06,0.03143168063661261,0.030431680636612612
2015-05-06,-0.02736399793773192,8077.0,8235.4501953125,2015-05-13,0.019617456396248567,0.018617456396248566
2015-06-02,-0.023353592405198742,8232.4501953125,8022.39990234375,2015-06-09,-0.02551491815745832,-0.026514918157458323
2015-08-24,-0.05915098088055637,7895.39990234375,7971.2998046875,2015-08-31,0.00961318024198099,0.008613180241980989
2015-09-01,-0.023264675971940818,7856.64990234375,7688.25,2015-09-08,-0.02143405961025624,-0.02243405961025624
2015-09-22,-0.02069675641963653,7737.35009765625,7948.89990234375,2015-09-30,0.027341376830238184,0.026341376830238183
2016-01-07,-0.022309804329221028,7611.64990234375,7536.7998046875,2016-01-14,-0.009833623277024639,-0.01083362327702464
2016-02-11,-0.03317073758299127,7023.64990234375,7191.75,2016-02-18,0.023933439165320092,0.02293343916532009
2016-04-05,-0.02005459778469787,7636.0498046875,7708.9501953125,2016-04-12,0.00954687207255378,0.00854687207255378
2016-06-24,-0.021987932139331257,8039.35009765625,8328.349609375,2016-07-01,0.035948118717084254,0.03494811871708425
2016-11-11,-0.026912611243878892,8284.849609375,7929.10009765625,2016-11-21,-0.04293976698336077,-0.04393976698336077
2018-02-02,-0.023264327729431322,10604.2998046875,10454.9501953125,2018-02-09,-0.014083872780452866,-0.015083872780452867
2018-10-04,-0.023852830796859514,10514.099609375,10234.650390625,2018-10-11,-0.026578521141346845,-0.027578521141346846
2018-10-11,-0.021553257346415555,10331.5498046875,10303.5498046875,2018-10-19,-0.002710145189185109,-0.003710145189185109
